id,final_status,store_address_id,customer_id,courier_id,vertical,is_food,transport,number_of_assignments,total_real_distance,activation_time_local,last_courier_assigned_time,courier_started_order_local,courier_enters_pickup_time_local,pickup_time_local,courier_enters_delivery_point_time_local,termination_time,Count,Total Time,...20,...21,...22,...23,...24,...25
53223617,DeliveredStatus,19434,3291674,13762181,WALL - Partner,TRUE,CAR,1,7.789,2019-07-13T21:17:06Z,2019-07-13T21:25:56Z,2019-07-13T21:26:49Z,2019-07-13T21:35:32Z,2019-07-13T21:45:32Z,2019-07-13T21:59:36Z,2019-07-13T22:02:59Z,NA,45,NA,NA,NA,NA,NA,NA
52701851,DeliveredStatus,18300,6558338,18225430,WALL - Partner,TRUE,BICYCLE,1,4.751,2019-07-10T21:40:40Z,2019-07-10T22:11:05Z,2019-07-10T22:11:37Z,2019-07-10T21:40:42Z,2019-07-10T22:30:10Z,2019-07-10T22:37:52Z,2019-07-10T22:41:50Z,NA,1,NA,NA,NA,NA,NA,NA
52496295,DeliveredStatus,23518,6128839,6212245,WALL - Partner,TRUE,MOTORBIKE,1,4.935,2019-07-09T17:33:49Z,2019-07-09T17:34:25Z,2019-07-09T17:34:45Z,2019-07-09T17:35:56Z,2019-07-09T17:41:48Z,2019-07-09T17:49:10Z,2019-07-09T17:54:08Z,NA,20,NA,NA,NA,NA,NA,NA
53145468,CanceledStatus,16593,6156985,8046350,WALL - Partner,TRUE,MOTORBIKE,4,7.478,2019-07-13T14:16:25Z,2019-07-13T14:52:19Z,2019-07-13T14:52:51Z,NA,NA,NA,2019-07-13T15:07:23Z,NA,50,NA,NA,NA,NA,NA,NA
52685424,DeliveredStatus,18300,8403200,7290210,WALL - Partner,TRUE,BICYCLE,2,4.266,2019-07-10T20:35:40Z,2019-07-10T21:18:15Z,2019-07-10T21:24:35Z,2019-07-10T20:35:54Z,2019-07-10T21:53:25Z,2019-07-10T21:59:11Z,2019-07-10T22:01:56Z,NA,26,NA,NA,NA,NA,NA,NA
52719455,CanceledStatus,30640,10659079,15239373,WALL - Partner,TRUE,CAR,1,7.7,2019-07-10T23:02:15Z,2019-07-10T23:33:28Z,2019-07-10T23:33:44Z,2019-07-10T23:38:08Z,2019-07-10T23:59:49Z,2019-07-11T00:05:20Z,2019-07-11T00:27:19Z,NA,25,NA,NA,NA,NA,NA,NA
53143238,DeliveredStatus,18300,3916106,16974425,WALL - Partner,TRUE,BICYCLE,1,2.733,2019-07-13T14:03:35Z,2019-07-13T14:04:31Z,2019-07-13T14:05:09Z,2019-07-13T14:03:53Z,2019-07-13T14:17:43Z,2019-07-13T14:26:18Z,2019-07-13T14:29:17Z,NA,25,NA,NA,NA,NA,NA,NA
52820511,DeliveredStatus,23518,9326628,17209225,WALL - Partner,TRUE,BICYCLE,1,2.622,2019-07-11T18:51:21Z,2019-07-11T19:00:22Z,2019-07-11T19:00:33Z,2019-07-11T18:51:44Z,2019-07-11T19:16:20Z,2019-07-11T19:26:11Z,2019-07-11T19:28:47Z,NA,37,NA,NA,NA,NA,NA,NA
53431991,DeliveredStatus,68386,12668929,14917583,WALL - Partner,TRUE,BICYCLE,1,2.236,2019-07-14T21:15:18Z,2019-07-14T21:16:51Z,2019-07-14T21:17:22Z,2019-07-14T21:20:46Z,2019-07-14T21:36:36Z,2019-07-14T21:38:06Z,2019-07-14T21:38:42Z,NA,23,NA,NA,NA,NA,NA,NA
53474600,DeliveredStatus,50845,14279733,14924108,WALL - Partner,TRUE,BICYCLE,2,6.179,2019-07-14T23:47:12Z,2019-07-14T23:48:27Z,2019-07-14T23:57:30Z,2019-07-15T00:02:00Z,2019-07-15T00:14:44Z,2019-07-15T00:20:38Z,2019-07-15T00:23:44Z,NA,36,NA,NA,NA,NA,NA,NA
52847216,DeliveredStatus,18300,19882491,14117081,WALL - Partner,TRUE,BICYCLE,1,3.508,2019-07-11T20:47:56Z,2019-07-11T20:48:14Z,2019-07-11T20:48:22Z,2019-07-11T20:50:55Z,2019-07-11T21:17:36Z,2019-07-11T21:27:31Z,2019-07-11T21:37:25Z,NA,49,NA,NA,NA,NA,NA,NA
52392938,DeliveredStatus,15727,16798448,13762181,WALL - Partner,TRUE,CAR,1,7.364,2019-07-08T21:34:00Z,2019-07-08T21:35:31Z,2019-07-08T21:36:32Z,2019-07-08T21:41:15Z,2019-07-08T21:45:55Z,2019-07-08T21:50:16Z,2019-07-08T21:54:36Z,NA,20,NA,NA,NA,NA,NA,NA
52311775,DeliveredStatus,85260,2136545,16974425,WALL - Partner,TRUE,BICYCLE,1,5.91,2019-07-08T12:42:48Z,2019-07-08T12:43:36Z,2019-07-08T12:44:01Z,2019-07-08T12:50:16Z,2019-07-08T13:00:55Z,2019-07-08T13:10:25Z,2019-07-08T13:14:56Z,NA,32,NA,NA,NA,NA,NA,NA
52532231,DeliveredStatus,23463,20375090,15239373,WALL - Partner,TRUE,CAR,1,2.34,2019-07-09T20:46:03Z,2019-07-09T20:46:36Z,2019-07-09T20:46:53Z,2019-07-09T20:52:06Z,2019-07-09T20:59:20Z,2019-07-09T21:03:19Z,2019-07-09T21:10:13Z,NA,24,NA,NA,NA,NA,NA,NA
52948375,DeliveredStatus,18300,15676898,14917583,WALL - Partner,TRUE,BICYCLE,3,4.057,2019-07-12T13:58:33Z,2019-07-12T14:17:50Z,2019-07-12T14:17:50Z,2019-07-12T13:58:42Z,2019-07-12T14:19:12Z,2019-07-12T14:29:03Z,2019-07-12T14:30:13Z,NA,31,NA,NA,NA,NA,NA,NA
52363373,DeliveredStatus,18300,2683776,9128251,WALL - Partner,TRUE,MOTORBIKE,1,3.651,2019-07-08T19:29:28Z,2019-07-08T19:30:22Z,2019-07-08T19:30:31Z,2019-07-08T19:29:30Z,2019-07-08T19:38:42Z,2019-07-08T19:45:24Z,2019-07-08T19:51:48Z,NA,22,NA,NA,NA,NA,NA,NA
53185560,DeliveredStatus,18300,17468446,18225430,WALL - Partner,TRUE,BICYCLE,1,3.441,2019-07-13T18:47:01Z,2019-07-13T18:47:16Z,2019-07-13T18:47:27Z,2019-07-13T18:47:16Z,2019-07-13T18:59:02Z,2019-07-13T19:06:53Z,2019-07-13T19:11:11Z,NA,24,NA,NA,NA,NA,NA,NA
53235752,CanceledStatus,85260,20466508,20153483,WALL - Partner,TRUE,BICYCLE,1,6.429,2019-07-13T21:55:58Z,2019-07-13T22:24:58Z,2019-07-13T22:24:58Z,NA,NA,NA,2019-07-13T22:25:15Z,NA,29,NA,NA,NA,NA,NA,NA
52623255,DeliveredStatus,16740,19621213,14547224,WALL - Partner,TRUE,BICYCLE,1,6.816,2019-07-10T13:41:54Z,2019-07-10T13:52:45Z,2019-07-10T13:53:19Z,2019-07-10T13:57:11Z,2019-07-10T14:04:29Z,2019-07-10T14:13:24Z,2019-07-10T14:15:44Z,NA,33,NA,NA,NA,NA,NA,NA
53330607,DeliveredStatus,30640,14396031,15315073,WALL - Partner,TRUE,CAR,3,6.209,2019-07-14T13:21:10Z,2019-07-14T14:22:55Z,2019-07-14T14:22:55Z,2019-07-14T13:59:58Z,2019-07-14T14:37:04Z,2019-07-14T14:43:22Z,2019-07-14T14:43:45Z,NA,22,NA,NA,NA,NA,NA,NA
52841204,DeliveredStatus,18300,16376603,11951777,WALL - Partner,TRUE,BICYCLE,1,6.45,2019-07-11T20:25:38Z,2019-07-11T20:32:58Z,2019-07-11T20:33:16Z,2019-07-11T20:38:32Z,2019-07-11T20:49:28Z,2019-07-11T21:11:54Z,2019-07-11T21:17:35Z,NA,51,NA,NA,NA,NA,NA,NA
53183791,DeliveredStatus,18300,14880086,14924108,WALL - Partner,TRUE,BICYCLE,1,4.646,2019-07-13T18:36:09Z,2019-07-13T18:37:05Z,2019-07-13T18:49:47Z,2019-07-13T18:57:15Z,2019-07-13T19:01:03Z,2019-07-13T19:07:01Z,2019-07-13T19:08:09Z,NA,32,NA,NA,NA,NA,NA,NA
52690863,DeliveredStatus,15727,19667544,15662901,WALL - Partner,TRUE,CAR,1,5.349,2019-07-10T20:57:20Z,2019-07-10T21:09:05Z,2019-07-10T21:09:12Z,2019-07-10T20:57:23Z,2019-07-10T21:21:09Z,2019-07-10T21:31:50Z,2019-07-10T21:38:21Z,NA,41,NA,NA,NA,NA,NA,NA
53222546,DeliveredStatus,15727,14337163,14306599,WALL - Partner,TRUE,CAR,1,10.194,2019-07-13T21:13:35Z,2019-07-13T21:16:49Z,2019-07-13T21:17:14Z,2019-07-13T21:27:11Z,2019-07-13T21:37:30Z,2019-07-13T21:50:04Z,2019-07-13T21:57:06Z,NA,43,NA,NA,NA,NA,NA,NA
52856887,DeliveredStatus,15727,20464516,15315073,WALL - Partner,TRUE,CAR,1,10.181,2019-07-11T21:21:38Z,2019-07-11T21:21:48Z,2019-07-11T21:22:01Z,2019-07-11T21:31:43Z,2019-07-11T21:36:04Z,2019-07-11T21:42:39Z,2019-07-11T21:49:56Z,NA,28,NA,NA,NA,NA,NA,NA
53338602,CanceledStatus,51356,16210716,2234219,WALL - Partner,TRUE,MOTORBIKE,2,8.031,2019-07-14T14:05:46Z,2019-07-14T14:24:56Z,2019-07-14T14:26:13Z,NA,NA,NA,2019-07-14T15:07:34Z,NA,1,NA,NA,NA,NA,NA,NA
52872832,DeliveredStatus,23518,13195395,18771818,WALL - Partner,TRUE,BICYCLE,1,2.049,2019-07-11T22:20:37Z,2019-07-11T22:42:09Z,2019-07-11T22:42:28Z,2019-07-11T22:42:37Z,2019-07-11T22:55:06Z,2019-07-11T22:58:06Z,2019-07-11T23:01:04Z,NA,40,NA,NA,NA,NA,NA,NA
53232318,DeliveredStatus,15910,2663258,18225430,WALL - Partner,TRUE,BICYCLE,6,3.996,2019-07-13T21:44:30Z,2019-07-13T22:33:38Z,2019-07-13T22:33:38Z,2019-07-13T21:59:58Z,2019-07-13T22:38:29Z,2019-07-13T23:02:43Z,2019-07-13T23:08:38Z,NA,24,NA,NA,NA,NA,NA,NA
52812054,DeliveredStatus,15727,18681530,18771815,WALL - Partner,TRUE,CAR,1,3.475,2019-07-11T17:56:02Z,2019-07-11T18:00:19Z,2019-07-11T18:09:19Z,2019-07-11T17:56:06Z,2019-07-11T18:18:48Z,2019-07-11T18:27:54Z,2019-07-11T19:22:00Z,NA,25,NA,NA,NA,NA,NA,NA
52313748,DeliveredStatus,15910,12702467,6211472,WALL - Partner,TRUE,MOTORBIKE,1,4.946,2019-07-08T13:01:51Z,2019-07-08T13:13:06Z,2019-07-08T13:17:52Z,2019-07-08T13:20:02Z,2019-07-08T13:28:48Z,2019-07-08T13:42:37Z,2019-07-08T13:46:20Z,NA,44,NA,NA,NA,NA,NA,NA
53192184,DeliveredStatus,18300,20550780,18830660,WALL - Partner,TRUE,BICYCLE,1,4.832,2019-07-13T19:22:40Z,2019-07-13T19:22:51Z,2019-07-13T19:23:14Z,2019-07-13T19:22:53Z,2019-07-13T19:34:24Z,2019-07-13T19:44:52Z,2019-07-13T19:55:27Z,NA,32,NA,NA,NA,NA,NA,NA
52520910,DeliveredStatus,71757,19009431,16298640,WALL - Partner,TRUE,BICYCLE,2,4.768,2019-07-09T19:58:47Z,2019-07-09T20:02:55Z,2019-07-09T20:03:17Z,2019-07-09T20:17:02Z,2019-07-09T20:19:27Z,2019-07-09T20:27:38Z,2019-07-09T20:38:39Z,NA,39,NA,NA,NA,NA,NA,NA
52662490,DeliveredStatus,15727,20231848,15626049,WALL - Partner,TRUE,CAR,2,8.901,2019-07-10T18:48:08Z,2019-07-10T18:57:50Z,2019-07-10T18:59:52Z,2019-07-10T19:13:32Z,2019-07-10T19:19:55Z,2019-07-10T19:39:02Z,2019-07-10T19:52:16Z,NA,4,NA,NA,NA,NA,NA,NA
53399684,DeliveredStatus,30640,3985070,15315073,WALL - Partner,TRUE,CAR,1,4.799,2019-07-14T19:46:13Z,2019-07-14T19:46:18Z,2019-07-14T19:46:34Z,2019-07-14T19:48:59Z,2019-07-14T20:08:53Z,2019-07-14T20:19:20Z,2019-07-14T20:22:58Z,NA,36,NA,NA,NA,NA,NA,NA
52307553,DeliveredStatus,23876,3351379,8046350,WALL - Partner,TRUE,MOTORBIKE,1,4.15,2019-07-08T16:45:01Z,2019-07-08T16:52:44Z,2019-07-08T16:52:52Z,2019-07-08T16:57:03Z,2019-07-08T17:00:59Z,2019-07-08T17:07:18Z,2019-07-08T17:10:13Z,NA,25,NA,NA,NA,NA,NA,NA
53207804,DeliveredStatus,18300,2112792,18225430,WALL - Partner,TRUE,BICYCLE,1,3.71,2019-07-13T20:24:36Z,2019-07-13T20:25:54Z,2019-07-13T20:26:01Z,2019-07-13T20:29:08Z,2019-07-13T20:55:56Z,2019-07-13T21:03:21Z,2019-07-13T21:05:21Z,NA,40,NA,NA,NA,NA,NA,NA
52820064,DeliveredStatus,18300,13147955,18838746,WALL - Partner,TRUE,BICYCLE,1,3.395,2019-07-11T20:00:02Z,2019-07-11T20:00:26Z,2019-07-11T20:00:32Z,2019-07-11T20:00:10Z,2019-07-11T20:12:54Z,2019-07-11T20:23:48Z,2019-07-11T20:33:30Z,NA,33,NA,NA,NA,NA,NA,NA
52866446,DeliveredStatus,18300,2148969,6212245,WALL - Partner,TRUE,MOTORBIKE,1,4.503,2019-07-11T21:55:46Z,2019-07-11T21:56:22Z,2019-07-11T21:56:40Z,2019-07-11T21:58:14Z,2019-07-11T22:27:12Z,2019-07-11T22:32:44Z,2019-07-11T22:35:34Z,NA,39,NA,NA,NA,NA,NA,NA
52662209,DeliveredStatus,15727,9348262,19090546,WALL - Partner,TRUE,CAR,1,5.376,2019-07-10T18:46:31Z,2019-07-10T18:46:38Z,2019-07-10T18:47:01Z,2019-07-10T18:46:46Z,2019-07-10T19:03:17Z,2019-07-10T19:12:22Z,2019-07-10T19:23:41Z,NA,37,NA,NA,NA,NA,NA,NA
53134335,DeliveredStatus,85260,18579597,20153483,WALL - Partner,TRUE,BICYCLE,1,6.029,2019-07-13T13:04:44Z,2019-07-13T13:05:32Z,2019-07-13T13:06:49Z,2019-07-13T13:09:13Z,2019-07-13T13:28:45Z,2019-07-13T13:46:58Z,2019-07-13T13:59:49Z,NA,55,NA,NA,NA,NA,NA,NA
52946538,DeliveredStatus,23968,17177764,2146758,WALL - Partner,TRUE,MOTORBIKE,1,2.716,2019-07-12T13:46:30Z,2019-07-12T13:47:20Z,2019-07-12T13:52:16Z,2019-07-12T13:57:24Z,2019-07-12T14:05:01Z,2019-07-12T14:09:53Z,2019-07-12T14:11:28Z,NA,24,NA,NA,NA,NA,NA,NA
53207513,DeliveredStatus,30640,4438326,14117081,WALL - Partner,TRUE,BICYCLE,1,5.354,2019-07-13T20:24:03Z,2019-07-13T20:35:04Z,2019-07-13T20:48:40Z,2019-07-13T20:26:36Z,2019-07-13T21:12:30Z,2019-07-13T21:24:11Z,2019-07-13T21:31:38Z,NA,7,NA,NA,NA,NA,NA,NA
52721205,DeliveredStatus,18300,15996492,14547214,WALL - Partner,TRUE,BICYCLE,1,4.011,2019-07-10T23:14:30Z,2019-07-10T23:39:35Z,2019-07-10T23:39:39Z,2019-07-10T23:20:31Z,2019-07-10T23:52:24Z,2019-07-10T23:54:00Z,2019-07-10T23:54:47Z,NA,40,NA,NA,NA,NA,NA,NA
52769340,DeliveredStatus,18300,18563159,17400666,WALL - Partner,TRUE,BICYCLE,1,4.263,2019-07-11T12:22:10Z,2019-07-11T12:23:11Z,2019-07-11T12:23:32Z,2019-07-11T12:26:06Z,2019-07-11T12:39:56Z,2019-07-11T12:47:27Z,2019-07-11T12:49:35Z,NA,27,NA,NA,NA,NA,NA,NA
52846527,DeliveredStatus,18300,11575735,14631671,WALL - Partner,TRUE,MOTORBIKE,1,6.596,2019-07-11T21:01:01Z,2019-07-11T21:11:38Z,2019-07-11T21:18:34Z,2019-07-11T21:01:09Z,2019-07-11T21:40:14Z,2019-07-11T21:48:04Z,2019-07-11T21:55:54Z,NA,54,NA,NA,NA,NA,NA,NA
53429080,DeliveredStatus,85260,16335546,18225430,WALL - Partner,TRUE,BICYCLE,1,5.151,2019-07-14T21:08:26Z,2019-07-14T21:09:45Z,2019-07-14T21:10:11Z,2019-07-14T21:13:29Z,2019-07-14T21:18:39Z,2019-07-14T21:33:09Z,2019-07-14T21:37:57Z,NA,29,NA,NA,NA,NA,NA,NA
53013860,DeliveredStatus,18300,11836609,13822458,WALL - Partner,TRUE,BICYCLE,1,3.901,2019-07-12T20:41:01Z,2019-07-12T20:47:18Z,2019-07-12T20:47:23Z,2019-07-12T20:46:54Z,2019-07-12T21:10:23Z,2019-07-12T21:23:15Z,2019-07-12T21:26:12Z,NA,45,NA,NA,NA,NA,NA,NA
53424350,DeliveredStatus,18300,3817998,11951777,WALL - Partner,TRUE,BICYCLE,1,2.897,2019-07-14T20:56:56Z,2019-07-14T20:57:31Z,2019-07-14T20:57:51Z,2019-07-14T20:57:18Z,2019-07-14T21:06:10Z,2019-07-14T21:16:41Z,2019-07-14T21:19:56Z,NA,23,NA,NA,NA,NA,NA,NA
53165461,DeliveredStatus,82665,18919928,16298640,WALL - Partner,TRUE,BICYCLE,1,6.464,2019-07-13T20:00:02Z,2019-07-13T20:00:30Z,2019-07-13T20:09:33Z,2019-07-13T20:25:42Z,2019-07-13T20:35:02Z,2019-07-13T20:52:28Z,2019-07-13T20:55:45Z,NA,55,NA,NA,NA,NA,NA,NA
52526029,DeliveredStatus,15927,20373782,18225713,WALL - Partner,TRUE,CAR,4,15.311,2019-07-09T20:21:21Z,2019-07-09T21:06:10Z,2019-07-09T21:06:10Z,2019-07-09T21:50:48Z,2019-07-09T22:00:42Z,2019-07-09T22:09:34Z,2019-07-09T22:11:07Z,NA,49,NA,NA,NA,NA,NA,NA
52393173,DeliveredStatus,18300,11001846,13082688,WALL - Partner,TRUE,BICYCLE,1,6.243,2019-07-08T21:34:58Z,2019-07-08T21:35:30Z,2019-07-08T21:38:10Z,2019-07-08T21:38:28Z,2019-07-08T21:52:40Z,2019-07-08T22:00:02Z,2019-07-08T22:02:00Z,NA,27,NA,NA,NA,NA,NA,NA
52384951,DeliveredStatus,16697,20078103,7290210,WALL - Partner,TRUE,BICYCLE,1,5.26,2019-07-08T21:02:01Z,2019-07-08T21:02:57Z,2019-07-08T21:06:19Z,2019-07-08T21:21:04Z,2019-07-08T21:27:54Z,2019-07-08T21:35:07Z,2019-07-08T21:38:19Z,NA,36,NA,NA,NA,NA,NA,NA
53154580,DeliveredStatus,90971,5551345,14917583,WALL - Partner,TRUE,BICYCLE,1,2.512,2019-07-13T15:10:54Z,2019-07-13T15:11:39Z,2019-07-13T15:11:49Z,2019-07-13T15:13:54Z,2019-07-13T15:20:02Z,2019-07-13T15:25:57Z,2019-07-13T15:26:27Z,NA,15,NA,NA,NA,NA,NA,NA
52377903,DeliveredStatus,30640,7802561,13529777,WALL - Partner,TRUE,CAR,1,8.57,2019-07-08T20:34:04Z,2019-07-08T20:34:30Z,2019-07-08T20:34:48Z,2019-07-08T20:42:40Z,2019-07-08T20:51:12Z,2019-07-08T21:01:48Z,2019-07-08T21:09:45Z,NA,35,NA,NA,NA,NA,NA,NA
52374226,DeliveredStatus,18300,3222394,15623935,WALL - Partner,TRUE,BICYCLE,1,3.028,2019-07-08T20:19:09Z,2019-07-08T20:19:14Z,2019-07-08T20:19:30Z,2019-07-08T20:19:10Z,2019-07-08T20:33:02Z,2019-07-08T20:39:24Z,2019-07-08T20:40:47Z,NA,21,NA,NA,NA,NA,NA,NA
52666177,DeliveredStatus,23518,15330763,17209225,WALL - Partner,TRUE,BICYCLE,1,1.775,2019-07-10T19:09:01Z,2019-07-10T19:10:03Z,2019-07-10T19:10:35Z,2019-07-10T19:09:03Z,2019-07-10T19:26:31Z,2019-07-10T19:32:41Z,2019-07-10T19:37:06Z,NA,28,NA,NA,NA,NA,NA,NA
53216342,DeliveredStatus,48634,15880852,14547214,WALL - Partner,FALSE,BICYCLE,1,3.415,2019-07-13T20:53:51Z,2019-07-13T21:16:48Z,2019-07-13T21:16:50Z,2019-07-13T21:20:24Z,2019-07-13T21:25:02Z,2019-07-13T21:30:09Z,2019-07-13T21:30:25Z,NA,36,NA,NA,NA,NA,NA,NA
52800307,DeliveredStatus,18300,5630418,6212245,WALL - Partner,TRUE,MOTORBIKE,1,4.432,2019-07-11T16:28:44Z,2019-07-11T16:29:46Z,2019-07-11T16:30:00Z,2019-07-11T16:28:52Z,2019-07-11T16:39:00Z,2019-07-11T16:47:31Z,2019-07-11T16:51:53Z,NA,23,NA,NA,NA,NA,NA,NA
53017672,DeliveredStatus,30640,18781049,18225711,WALL - Partner,TRUE,CAR,2,7.703,2019-07-12T20:34:30Z,2019-07-12T20:44:16Z,2019-07-12T20:51:43Z,2019-07-12T20:34:32Z,2019-07-12T21:16:53Z,2019-07-12T21:20:29Z,2019-07-12T21:24:05Z,NA,49,NA,NA,NA,NA,NA,NA
52396452,DeliveredStatus,18300,16637219,18633852,WALL - Partner,TRUE,BICYCLE,1,4.94,2019-07-08T21:48:43Z,2019-07-08T21:57:53Z,2019-07-08T21:58:12Z,2019-07-08T21:48:49Z,2019-07-08T22:28:54Z,2019-07-08T22:41:32Z,2019-07-08T22:48:02Z,NA,59,NA,NA,NA,NA,NA,NA
52679723,DeliveredStatus,23424,11760426,14547214,WALL - Partner,TRUE,BICYCLE,2,1.937,2019-07-10T20:12:36Z,2019-07-10T20:56:53Z,2019-07-10T20:56:53Z,2019-07-10T21:09:29Z,2019-07-10T21:17:59Z,2019-07-10T21:22:02Z,2019-07-10T21:22:38Z,NA,10,NA,NA,NA,NA,NA,NA
53434756,DeliveredStatus,18300,6741263,9128251,WALL - Partner,TRUE,MOTORBIKE,1,5.001,2019-07-14T21:21:51Z,2019-07-14T21:25:02Z,2019-07-14T21:25:10Z,2019-07-14T21:28:26Z,2019-07-14T21:36:57Z,2019-07-14T21:41:49Z,2019-07-14T21:44:41Z,NA,22,NA,NA,NA,NA,NA,NA
52786167,DeliveredStatus,18300,17560626,14917583,WALL - Partner,TRUE,BICYCLE,1,3.032,2019-07-11T14:32:36Z,2019-07-11T14:32:43Z,2019-07-11T14:33:03Z,2019-07-11T14:32:44Z,2019-07-11T14:45:15Z,2019-07-11T14:51:04Z,2019-07-11T14:52:13Z,NA,19,NA,NA,NA,NA,NA,NA
52540242,DeliveredStatus,30640,10159984,18771815,WALL - Partner,TRUE,CAR,1,9.833,2019-07-09T21:17:36Z,2019-07-09T21:19:10Z,2019-07-09T21:20:34Z,2019-07-09T21:36:59Z,2019-07-09T21:54:59Z,2019-07-09T22:20:09Z,2019-07-09T22:42:29Z,NA,24,NA,NA,NA,NA,NA,NA
53239127,DeliveredStatus,15727,2411407,15239373,WALL - Partner,TRUE,CAR,1,6.202,2019-07-13T22:07:39Z,2019-07-13T22:28:00Z,2019-07-13T22:28:39Z,2019-07-13T22:07:48Z,2019-07-13T22:47:55Z,2019-07-13T22:51:55Z,2019-07-13T22:52:17Z,NA,44,NA,NA,NA,NA,NA,NA
52681371,DeliveredStatus,15727,6526203,19090546,WALL - Partner,TRUE,CAR,1,8.027,2019-07-10T20:19:14Z,2019-07-10T20:32:28Z,2019-07-10T20:37:07Z,2019-07-10T20:44:47Z,2019-07-10T20:57:03Z,2019-07-10T21:06:39Z,2019-07-10T21:11:54Z,NA,52,NA,NA,NA,NA,NA,NA
52680505,DeliveredStatus,15908,12675643,16974425,WALL - Partner,TRUE,BICYCLE,1,3.009,2019-07-10T20:15:52Z,2019-07-10T20:35:31Z,2019-07-10T20:45:31Z,2019-07-10T20:54:46Z,2019-07-10T21:01:18Z,2019-07-10T21:14:27Z,2019-07-10T21:19:10Z,NA,3,NA,NA,NA,NA,NA,NA
53006031,DeliveredStatus,85260,3680893,14631671,WALL - Partner,TRUE,MOTORBIKE,2,6.816,2019-07-12T19:53:33Z,2019-07-12T19:59:32Z,2019-07-12T19:59:32Z,2019-07-12T20:14:15Z,2019-07-12T20:17:49Z,2019-07-12T20:38:08Z,2019-07-12T20:42:11Z,NA,48,NA,NA,NA,NA,NA,NA
52693863,DeliveredStatus,15910,9698538,18633956,WALL - Partner,TRUE,BICYCLE,1,3.371,2019-07-10T21:08:51Z,2019-07-10T21:38:34Z,2019-07-10T21:39:26Z,2019-07-10T21:21:19Z,2019-07-10T22:08:21Z,2019-07-10T22:17:54Z,2019-07-10T22:22:25Z,NA,13,NA,NA,NA,NA,NA,NA
53229485,DeliveredStatus,18300,19095514,15058366,WALL - Partner,TRUE,BICYCLE,1,5.41,2019-07-13T21:35:30Z,2019-07-13T21:52:23Z,2019-07-13T21:53:22Z,2019-07-13T21:36:09Z,2019-07-13T22:24:57Z,2019-07-13T22:35:08Z,2019-07-13T22:40:54Z,NA,5,NA,NA,NA,NA,NA,NA
52480108,DeliveredStatus,18017,5389187,9128251,WALL - Partner,TRUE,MOTORBIKE,1,4.337,2019-07-09T15:06:53Z,2019-07-09T15:07:00Z,2019-07-09T15:08:35Z,2019-07-09T15:14:22Z,2019-07-09T15:35:29Z,2019-07-09T15:42:57Z,2019-07-09T15:51:44Z,NA,44,NA,NA,NA,NA,NA,NA
53396249,DeliveredStatus,15927,13054393,18608874,WALL - Partner,TRUE,MOTORBIKE,1,3.862,2019-07-14T20:00:02Z,2019-07-14T20:00:37Z,2019-07-14T20:03:28Z,2019-07-14T20:05:08Z,2019-07-14T20:15:12Z,2019-07-14T20:23:12Z,2019-07-14T20:27:58Z,NA,27,NA,NA,NA,NA,NA,NA
53181049,DeliveredStatus,18300,17325014,16974425,WALL - Partner,TRUE,BICYCLE,1,6.161,2019-07-13T20:41:01Z,2019-07-13T20:50:19Z,2019-07-13T20:50:34Z,2019-07-13T21:01:46Z,2019-07-13T21:14:42Z,2019-07-13T21:25:09Z,2019-07-13T21:29:47Z,NA,48,NA,NA,NA,NA,NA,NA
52999469,DeliveredStatus,85260,19216634,4055620,WALL - Partner,TRUE,MOTORBIKE,1,5.131,2019-07-12T19:27:09Z,2019-07-12T19:36:08Z,2019-07-12T19:36:19Z,2019-07-12T19:27:26Z,2019-07-12T19:47:04Z,2019-07-12T19:55:06Z,2019-07-12T20:03:09Z,NA,36,NA,NA,NA,NA,NA,NA
53178627,DeliveredStatus,30640,16886009,8728852,WALL - Partner,TRUE,MOTORBIKE,1,10.796,2019-07-13T18:03:35Z,2019-07-13T18:04:34Z,2019-07-13T18:04:52Z,2019-07-13T18:16:53Z,2019-07-13T18:26:34Z,2019-07-13T18:35:10Z,2019-07-13T18:37:03Z,NA,33,NA,NA,NA,NA,NA,NA
52654820,DeliveredStatus,15727,20410289,19090546,WALL - Partner,TRUE,CAR,1,4.617,2019-07-10T17:57:01Z,2019-07-10T18:00:54Z,2019-07-10T18:01:04Z,2019-07-10T17:57:11Z,2019-07-10T18:22:23Z,2019-07-10T18:32:21Z,2019-07-10T18:37:05Z,NA,40,NA,NA,NA,NA,NA,NA
53006323,DeliveredStatus,15912,13349744,13762181,WALL - Partner,TRUE,CAR,1,4.804,2019-07-12T19:54:43Z,2019-07-12T19:55:28Z,2019-07-12T19:55:45Z,2019-07-12T19:58:37Z,2019-07-12T20:07:35Z,2019-07-12T20:15:57Z,2019-07-12T20:19:06Z,NA,24,NA,NA,NA,NA,NA,NA
53209524,DeliveredStatus,30640,7416930,2234219,WALL - Partner,TRUE,MOTORBIKE,1,4.743,2019-07-13T20:40:01Z,2019-07-13T20:58:27Z,2019-07-13T21:18:35Z,2019-07-13T20:40:16Z,2019-07-13T21:36:08Z,2019-07-13T21:40:58Z,2019-07-13T21:57:59Z,NA,17,NA,NA,NA,NA,NA,NA
